"qry_transcript_id","ref_gene_id","qry_gene_id","ref_gene_name","gene_annotation","ref_transcript_id","ref_transcript_name","class_code","female_log2FoldChange"
"TU39150","LOC111514437","G22657","forkhead box protein N2-like","refseq","XM_023170680.1","forkhead box protein N2-like","j",-0.593611436607177
"TU4465","LOC111517366","G2462","RAB6A-GEF complex partner protein 2","refseq","XM_023173503.1","RAB6A-GEF complex partner protein 2","=",-0.642883034078576
"TU15544","LOC111505334","G8778","NADH-cytochrome b5 reductase 3","refseq","XM_023160122.1","NADH-cytochrome b5 reductase 3, transcript variant X4","=",-0.956208389622822
"TU8794","LOC111502661","G4920","zinc finger E-box-binding homeobox protein zag-1","refseq","XM_023156785.1","zinc finger E-box-binding homeobox protein zag-1, transcript variant X1","=",1.09131458054596
"TU15096","LOC111505150","G8511","transcription factor EC-like","refseq","XM_023159917.1","transcription factor EC-like, transcript variant X1","e",-2.70190210282192
"TU6323","LOC111518168","G3498","polygalacturonase-like","refseq","XM_023174528.1","polygalacturonase-like","=",-4.21644128793679
"TU11731","LOC111503780","G6539","mediator of RNA polymerase II transcription subunit 15","refseq","XM_023158180.1","mediator of RNA polymerase II transcription subunit 15, transcript variant X2","j",-1.88436060138946
"TU4939","LOC111517600","G2740","cyclin-dependent kinase 20","refseq","XM_023173806.1","cyclin-dependent kinase 20","j",-21.9603642257368
"TU4931","LOC111517608","G2735","PX domain-containing protein kinase-like protein","refseq","XM_023173812.1","PX domain-containing protein kinase-like protein","o",-21.6860396838809
"TU14761","LOC111505008","G8306","UDP-glucose 4-epimerase","refseq","XM_023159743.1","UDP-glucose 4-epimerase, transcript variant X1","k",-2.83096807765248
"TU14765","LOC111505010","G8308","protein C21orf2 homolog","refseq","XM_023159745.1","protein C21orf2 homolog, transcript variant X1","=",-0.756679530904302
"TU40343","LOC111514952","G23425","beta-galactosidase-1-like protein 3","refseq","XM_023171193.1","beta-galactosidase-1-like protein 3","=",-4.87057546988838
"TU10060","LOC111503150","G5644","larval cuticle protein A2B-like","refseq","XM_023157377.1","larval cuticle protein A2B-like","=",-2.00313545511277
"TU17235","LOC111505984","G9728","uncharacterized LOC111505984","refseq","XR_002722206.1","uncharacterized LOC111505984","=",-2.248204977986
"TU16728","LOC111505784","G9439","alpha-crystallin B chain-like","refseq","XM_023160651.1","alpha-crystallin B chain-like, transcript variant X2","o",-1.30867759043213
"TU16729","LOC111505783","G9439","alpha-crystallin B chain-like","refseq","XM_023160649.1","alpha-crystallin B chain-like","=",-1.05319110107215
"TU42184","LOC111515696","G24680","odorant receptor coreceptor","refseq","XM_023171904.1","odorant receptor coreceptor","=",1.63402977013332
"TU6301","LOC111518156","G3482","E3 ubiquitin-protein ligase UBR4","refseq","XM_023174517.1","E3 ubiquitin-protein ligase UBR4","=",-0.903046378868257
"TU16180","LOC111505581","G9121","cullin-5-like","refseq","XM_023160406.1","cullin-5-like","=",-3.11073806260644
"TU12351","LOC111504035","G6894","probable low-specificity L-threonine aldolase 1","refseq","XM_023158512.1","probable low-specificity L-threonine aldolase 1, transcript variant X2","=",-1.11870598565708
"TU12350","LOC111504035","G6894","probable low-specificity L-threonine aldolase 1","refseq","XM_023158511.1","probable low-specificity L-threonine aldolase 1, transcript variant X1","=",-0.97614237479129
"TU12358","LOC111504033","G6899","low specificity L-threonine aldolase-like","refseq","XM_023158508.1","low specificity L-threonine aldolase-like","j",-0.938187653555275
"TU43633",NA,"G25711","* unnamed protein product, partial","novel","VEN48333","unnamed protein product, partial","r",-1.46838501310581
"TU43631",NA,"G25711","* unnamed protein product, partial","novel","VEN48333","unnamed protein product, partial","u",-22.843747205479
"TU19983","LOC111507035","G11224","glycine N-acyltransferase-like protein","refseq","XM_023162263.1","glycine N-acyltransferase-like protein, transcript variant X2","j",-3.58892224166778
"TU4238","LOC111517294","G2337","SID1 transmembrane family member 1-like","refseq","XM_023173388.1","SID1 transmembrane family member 1-like, transcript variant X3","j",-4.43387857182093
"TU4231","LOC111517295","G2334","equilibrative nucleoside transporter 3-like","refseq","XM_023173389.1","equilibrative nucleoside transporter 3-like, transcript variant X1","j",-2.04834430276226
"TU4232","LOC111517295","G2335","equilibrative nucleoside transporter 3-like","refseq","XM_023173389.1","equilibrative nucleoside transporter 3-like, transcript variant X1","i",-1.31012860768685
"TU5549","LOC111517861","G3073","septin-2-like","refseq","XM_023174147.1","septin-2-like, transcript variant X3","e",0.813716374546037
"TU5548","LOC111517861","G3073","septin-2-like","refseq","XM_023174145.1","septin-2-like, transcript variant X2","k",-1.08019981070903
"TU5541","LOC111517860","G3071","suppressor of lurcher protein 1","refseq","XM_023174143.1","suppressor of lurcher protein 1","j",7.51057730441162
"TU570","LOC111517944","G303","monocarboxylate transporter 12-like","refseq","XM_023174248.1","monocarboxylate transporter 12-like","i",-2.1992061904953
"TU574",NA,"G306","* ---NA---","novel",NA,"---NA---","r",-1.9682261173899
"TU18448","LOC111506415","G10359","uncharacterized LOC111506415","refseq","XM_023161475.1","uncharacterized LOC111506415","=",-1.96414074923762
"TU4493","LOC111517383","G2480","integrin beta-nu-like","refseq","XM_023173528.1","integrin beta-nu-like, transcript variant X1","=",1.53438148418395
"TU39619",NA,"G22946","* ionotropic receptor 3","novel","APC94260","ionotropic receptor 3","u",1.95633287028649
"TU396","LOC111512504","G210","sodium/potassium-transporting ATPase subunit alpha-2-like","refseq","XM_023168676.1","sodium/potassium-transporting ATPase subunit alpha-2-like","j",0.908363731494461
"TU6899","LOC111501852","G3815","uncharacterized LOC111501852","refseq","XM_023155764.1","uncharacterized LOC111501852","=",-0.782952967209763
"TU392","LOC111516542","G208","uncharacterized LOC111516542","refseq","XM_023172791.1","uncharacterized LOC111516542, transcript variant X2","j",-0.83279281363306
"TU36249","LOC111513313","G20820","UPF0454 protein C12orf49 homolog","refseq","XM_023169515.1","UPF0454 protein C12orf49 homolog","=",0.426301753798995
"TU1673","LOC111505651","G884","amyloid-beta-like protein","refseq","XM_023160496.1","amyloid-beta-like protein, transcript variant X1","j",0.744543869070911
"TU1670","LOC111505625","G881","centrosomal protein of 164 kDa","refseq","XM_023160468.1","centrosomal protein of 164 kDa, transcript variant X1","j",1.64470679790889
"TU1677","LOC111505651","G884","amyloid-beta-like protein","refseq","XM_023160512.1","amyloid-beta-like protein, transcript variant X3","j",1.02143452132615
"TU11076","LOC111503505","G6165","serine/threonine-protein kinase tousled-like 2","refseq","XM_023157820.1","serine/threonine-protein kinase tousled-like 2, transcript variant X4","j",-1.86826180093977
"TU11075","LOC111503505","G6165","serine/threonine-protein kinase tousled-like 2","refseq","XM_023157824.1","serine/threonine-protein kinase tousled-like 2, transcript variant X7","j",-1.60023907621182
"TU11071","LOC111503505","G6165","serine/threonine-protein kinase tousled-like 2","refseq","XM_023157824.1","serine/threonine-protein kinase tousled-like 2, transcript variant X7","=",-1.71737867839733
"TU11070","LOC111503505","G6165","serine/threonine-protein kinase tousled-like 2","refseq","XM_023157820.1","serine/threonine-protein kinase tousled-like 2, transcript variant X4","=",-1.99200734792134
"TU14247","LOC111504803","G8016","GPI mannosyltransferase 3-like","refseq","XM_023159492.1","GPI mannosyltransferase 3-like","=",-0.560674122924073
"TU45098",NA,"G26834","* uncharacterized protein LOC115232772","novel","XP_029658713","uncharacterized protein LOC115232772","u",1.2704212397296
"TU36868",NA,"G21199","* rna-directed dna polymerase from mobile element jockey-like protein","novel","XP_023023124","rna-directed dna polymerase from mobile element jockey-like protein","u",1.50719245619435
"TU24835","LOC111508901","G13971","uncharacterized LOC111508901","refseq","XR_002722582.1","uncharacterized LOC111508901","j",3.22949442341971
"TU8000","LOC111502313","G4441","tail-anchored protein insertion receptor WRB","refseq","XM_023156374.1","tail-anchored protein insertion receptor WRB","=",0.62452551907256
"TU23208","LOC111508282","G13064","UPF0598 protein CG30010","refseq","XM_023163721.1","UPF0598 protein CG30010","j",0.701277469115643
"TU23204",NA,"G13060","* unnamed protein product, partial","novel","VEN34323","unnamed protein product, partial","u",1.25771429382708
"TU23206","LOC111508279","G13062","uncharacterized LOC111508279","refseq","XR_002722503.1","uncharacterized LOC111508279","=",0.687702840340254
"TU37386","LOC111513736","G21526","succinyl-CoA:3-ketoacid coenzyme A transferase 1","refseq","XM_023169964.1","succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial","j",-0.774394999982934
"TU32353","LOC111511831","G18438","putative ATP synthase subunit f","refseq","XM_023167849.1","putative ATP synthase subunit f, mitochondrial","j",-1.00554175885047
"TU32354","LOC111511827","G18439","uncharacterized LOC111511827","refseq","XM_023167845.1","uncharacterized LOC111511827","=",-0.720667625930511
"TU32356","LOC111511828","G18441","DCN1-like protein 3","refseq","XM_023167846.1","DCN1-like protein 3","=",-0.427708467231919
"TU23977",NA,"G13503","* hypothetical protein JTB14_035285","novel","KAG5864226","hypothetical protein JTB14_035285","u",0.526466784915941
"TU24310","LOC111508704","G13696","C-terminal-binding protein","refseq","XM_023164290.1","C-terminal-binding protein, transcript variant X2","=",-1.74162401460302
"TU12195","LOC111503984","G6819","chorion class B protein L12-like","refseq","XM_023158437.1","chorion class B protein L12-like","j",-9.41662071478143
"TU12197","LOC111503984","G6819","chorion class B protein L12-like","refseq","XM_023158437.1","chorion class B protein L12-like","j",-7.67129582493549
"TU12196","LOC111503983","G6819","spidroin-1-like","refseq","XM_023158436.1","spidroin-1-like","=",-10.3386168808948
"TU12191","LOC111503982","G6817","facilitated trehalose transporter Tret1-like","refseq","XM_023158435.1","facilitated trehalose transporter Tret1-like","=",-2.04440799084557
"TU12198","LOC111503984","G6819","chorion class B protein L12-like","refseq","XM_023158437.1","chorion class B protein L12-like","=",-7.73703294550436
"TU38628","LOC111514222","G22331","suppression of tumorigenicity 5 protein-like","refseq","XM_023170465.1","suppression of tumorigenicity 5 protein-like","j",-0.779423980387826
"TU15978","LOC111505492","G9000","serine--pyruvate aminotransferase","refseq","XM_023160311.1","serine--pyruvate aminotransferase, mitochondrial","j",-1.32184500247345
"TU25198","LOC111509027","G14185","cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 2","refseq","XM_023164696.1","cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 2","m",-0.559897321642418
"TU25196","LOC111509028","G14183","uncharacterized LOC111509028","refseq","XM_023164697.1","uncharacterized LOC111509028","c",-0.498886529818058
"TU25192","LOC111509023","G14180","proton-coupled amino acid transporter 4-like","refseq","XM_023164692.1","proton-coupled amino acid transporter 4-like","j",-0.806070934312226
"TU18835",NA,"G10573","* venom acid phosphatase Acph-1-like","novel","KAG5866410","venom acid phosphatase Acph-1-like","u",-3.84606939894182
"TU18836","LOC111506544","G10574","60S ribosomal protein L15","refseq","XM_023161650.1","60S ribosomal protein L15","i",-5.54002328143242
"TU18838","LOC111506545","G10575","uncharacterized LOC111506545","refseq","XM_023161651.1","uncharacterized LOC111506545, transcript variant X1","=",-9.05778148425733
"TU15356","LOC111505255","G8663","adenomatous polyposis coli protein-like","refseq","XM_023160031.1","adenomatous polyposis coli protein-like","k",-8.29440235567007
"TU15350","LOC111505254","G8661","ubiquitin-conjugating enzyme E2 Q2","refseq","XM_023160030.1","ubiquitin-conjugating enzyme E2 Q2","j",-0.53167988729176
"TU807","LOC111502338","G413","acetyl-coenzyme A synthetase","refseq","XM_023156405.1","acetyl-coenzyme A synthetase, transcript variant X1","k",-1.14730507015679
"TU6399","LOC111518189","G3542","uncharacterized LOC111518189","refseq","XR_002723925.1","uncharacterized LOC111518189","=",0.610319712780926
"TU28288","LOC111510201","G15970","chitotriosidase-1","refseq","XM_023166098.1","chitotriosidase-1","=",-1.92047449697511
"TU10714","LOC111503389","G5990","uncharacterized LOC111503389","refseq","XR_002721868.1","uncharacterized LOC111503389","j",0.337092352734644
"TU4809","LOC111517533","G2666","tau-tubulin kinase homolog Asator","refseq","XM_023173719.1","tau-tubulin kinase homolog Asator, transcript variant X4","j",-7.71469660185494
"TU4800",NA,"G2664","* ---NA---","novel",NA,"---NA---","r",1.9558855458457
"TU45049","LOC111516946","G26794","uncharacterized LOC111516946","refseq","XM_023173029.1","uncharacterized LOC111516946","=",2.86213649373427
"TU14480","LOC111504897","G8139","vacuolar protein sorting-associated protein 13B-like","refseq","XM_023159617.1","vacuolar protein sorting-associated protein 13B-like","j",-1.18694021196177
"TU14488","LOC111504903","G8143","phosphoinositide 3-kinase regulatory subunit 4","refseq","XM_023159623.1","phosphoinositide 3-kinase regulatory subunit 4","i",-0.788396044220539
"TU40554","LOC111515031","G23562","retinaldehyde-binding protein 1-like","refseq","XM_023171271.1","retinaldehyde-binding protein 1-like","j",-1.5779537042961
"TU40555","LOC111515033","G23563","ankyrin-3-like","refseq","XM_023171273.1","ankyrin-3-like","j",1.81503010747881
"TU13901","LOC111504672","G7825","titin","refseq","XM_023159344.1","titin, transcript variant X3","=",1.12914625615039
"TU35468","LOC111513013","G20336","tetratricopeptide repeat protein 36 homolog","refseq","XM_023169172.1","tetratricopeptide repeat protein 36 homolog","j",1.40174982760407
"TU35469","LOC111513014","G20337","trifunctional purine biosynthetic protein adenosine-3","refseq","XM_023169173.1","trifunctional purine biosynthetic protein adenosine-3","c",-0.74232270345654
"TU35462",NA,"G20333","* reticulocyte binding protein 2 homolog b-like","novel","CAB3255825","reticulocyte binding protein 2 homolog b-like","u",-0.589574170523052
"TU35467","LOC111513013","G20336","tetratricopeptide repeat protein 36 homolog","refseq","XM_023169172.1","tetratricopeptide repeat protein 36 homolog","=",1.15727622327113
"TU22559","LOC111508007","G12698","soluble guanylate cyclase 89Da-like","refseq","XM_023163416.1","soluble guanylate cyclase 89Da-like","j",-18.769839645535
"TU19823","LOC111506960","G11127","zinc finger protein 888-like","refseq","XM_023162182.1","zinc finger protein 888-like","=",-1.09873799371246
