"qry_transcript_id","ref_gene_id","qry_gene_id","ref_gene_name","gene_annotation","ref_transcript_id","ref_transcript_name","class_code","male_log2FoldChange"
"TU36902","LOC111513557","G21222","adrenodoxin","refseq","XM_023169780.1","adrenodoxin","j",-21.9321610394217
"TU29192","LOC111510563","G16513","uncharacterized LOC111510563","refseq","XM_023166483.1","uncharacterized LOC111510563","k",20.6786241257475
"TU35769","LOC111513126","G20537","myotrophin-like","refseq","XM_023169289.1","myotrophin-like, transcript variant X2","k",21.7233792173226
"TU3155","LOC111512598","G1697","probable multidrug resistance-associated protein lethal(2)03659","refseq","XM_023168742.1","probable multidrug resistance-associated protein lethal(2)03659","j",-23.3879225854079
"TU3156","LOC111512607","G1698","probable multidrug resistance-associated protein lethal(2)03659","refseq","XM_023168752.1","probable multidrug resistance-associated protein lethal(2)03659","j",-1.08080606163503
"TU3153","LOC111512598","G1697","probable multidrug resistance-associated protein lethal(2)03659","refseq","XM_023168742.1","probable multidrug resistance-associated protein lethal(2)03659","j",-22.9820128900276
"TU29195","LOC111510565","G16515","peptidyl-tRNA hydrolase ICT1","refseq","XM_023166485.1","peptidyl-tRNA hydrolase ICT1, mitochondrial","=",-0.441250489729381
"TU7623","LOC111502166","G4238","patatin-like phospholipase domain-containing protein 3","refseq","XM_023156176.1","patatin-like phospholipase domain-containing protein 3, transcript variant X2","=",-0.913486524410884
"TU37194","LOC111513671","G21408","uncharacterized LOC111513671","refseq","XR_002723249.1","uncharacterized LOC111513671","=",1.06899477963072
"TU26444","LOC111509517","G14925","wee1-like protein kinase","refseq","XM_023165283.1","wee1-like protein kinase, transcript variant X2","j",19.7742827097254
"TU32016",NA,"G18221","* ---NA---","novel",NA,"---NA---","u",-1.02780905542171
"TU20846","LOC111507355","G11708","uncharacterized LOC111507355","refseq","XR_002722385.1","uncharacterized LOC111507355","=",-1.78363701762717
"TU2002","LOC111507193","G1075","uncharacterized LOC111507193","refseq","XM_023162483.1","uncharacterized LOC111507193","=",-1.82325161481014
"TU39796","LOC111514698","G23064","uncharacterized LOC111514698","refseq","XM_023170948.1","uncharacterized LOC111514698","=",-0.562753496022335
"TU31090","LOC111511331","G17654","serine/arginine repetitive matrix protein 2-like","refseq","XM_023167348.1","serine/arginine repetitive matrix protein 2-like","=",-1.38044895121586
"TU30324","LOC111511029","G17193","GTP-binding protein Rheb homolog","refseq","XM_023167039.1","GTP-binding protein Rheb homolog","k",0.730302671164542
"TU25522","LOC111509159","G14373","dual specificity protein phosphatase Mpk3","refseq","XM_023164847.1","dual specificity protein phosphatase Mpk3","j",0.868252693733383
"TU19009","LOC111506603","G10665","putative helicase mov-10-B.1","refseq","XM_023161727.1","putative helicase mov-10-B.1","y",-1.96858258559393
"TU24438","LOC111508754","G13761","anaphase-promoting complex subunit 11","refseq","XM_023164361.1","anaphase-promoting complex subunit 11","=",-0.406395729756099
"TU21602","LOC111507632","G12121","uncharacterized LOC111507632","refseq","XR_002722417.1","uncharacterized LOC111507632","=",-1.50794869221948
"TU8409","LOC111502480","G4677","patronin","refseq","XM_023156571.1","patronin","j",0.989772844210495
"TU18754","LOC111506509","G10540","serine/threonine-protein phosphatase 2B catalytic subunit 2-like","refseq","XM_023161596.1","serine/threonine-protein phosphatase 2B catalytic subunit 2-like, transcript variant X4","j",22.5965238367745
"TU15254","LOC111505214","G8601","uncharacterized LOC111505214","refseq","XM_023159987.1","uncharacterized LOC111505214","i",-0.804110691758495
"TU23608","LOC111508438","G13306","poly(A) polymerase type 3-like","refseq","XM_023163931.1","poly(A) polymerase type 3-like","j",-4.94561924519557
"TU23603","LOC111508442","G13303","uncharacterized LOC111508442","refseq","XM_023163940.1","uncharacterized LOC111508442","j",18.649193783929
"TU10373","LOC111503281","G5810","GATA-binding factor 6-B-like","refseq","XM_023157550.1","GATA-binding factor 6-B-like","j",19.883645688589
"TU10374","LOC111503281","G5810","GATA-binding factor 6-B-like","refseq","XM_023157550.1","GATA-binding factor 6-B-like","j",18.8724452484719
"TU30034","LOC111510894","G17006","zinc finger protein OZF-like","refseq","XM_023166853.1","zinc finger protein OZF-like, transcript variant X1","=",0.64848263992604
"TU30033","LOC111510901","G17005","zinc finger protein 501-like","refseq","XM_023166870.1","zinc finger protein 501-like","j",0.712293958827408
"TU30030","LOC111510889","G17002","zinc finger protein 271-like","refseq","XM_023166845.1","zinc finger protein 271-like","j",20.5850565177357
"TU42341","LOC111515759","G24788","lymphocyte-specific helicase-like","refseq","XM_023171960.1","lymphocyte-specific helicase-like","j",-1.15119589589877
"TU40828","LOC111515139","G23745","probable E3 ubiquitin-protein ligase makorin-1","refseq","XM_023171373.1","probable E3 ubiquitin-protein ligase makorin-1, transcript variant X1","=",0.547190421879249
"TU40827","LOC111515139","G23745","probable E3 ubiquitin-protein ligase makorin-1","refseq","XM_023171374.1","probable E3 ubiquitin-protein ligase makorin-1, transcript variant X2","=",0.504746458498457
"TU33524","LOC111512284","G19162","ATP-dependent zinc metalloprotease YME1 homolog","refseq","XM_023168394.1","ATP-dependent zinc metalloprotease YME1 homolog, transcript variant X2","=",-0.449103261793362
"TU41492","LOC111515400","G24202","1-acyl-sn-glycerol-3-phosphate acyltransferase alpha-like","refseq","XM_023171625.1","1-acyl-sn-glycerol-3-phosphate acyltransferase alpha-like, transcript variant X1","j",21.0046421715177
"TU17965","LOC111506227","G10097","polypeptide N-acetylgalactosaminyltransferase 3-like","refseq","XM_023161240.1","polypeptide N-acetylgalactosaminyltransferase 3-like","j",-2.09842632111709
"TU33719",NA,"G19278","* ---NA---","novel",NA,"---NA---","u",-0.995712712815683
"TU30129","LOC111510937","G17074","uncharacterized LOC111510937","refseq","XR_002722842.1","uncharacterized LOC111510937","=",1.23180928853757
"TU8171","LOC111502372","G4544","adipocyte plasma membrane-associated protein-like","refseq","XM_023156442.1","adipocyte plasma membrane-associated protein-like","x",-3.25684168779599
"TU39424",NA,"G22826","* transcription factor kayak ","novel","KYB25319","transcription factor kayak isoform X1","u",0.852012031407423
"TU4543","LOC111517412","G2509","AN1-type zinc finger protein 2A-like","refseq","XM_023173567.1","AN1-type zinc finger protein 2A-like","o",19.9118435824091
"TU43563","LOC111516266","G25658","uncharacterized LOC111516266","refseq","XM_023172443.1","uncharacterized LOC111516266","=",1.47888916434962
"TU37017",NA,"G21291","* hypothetical protein JTB14_029521","novel","KAG5895751","hypothetical protein JTB14_029521","u",1.27632202815425
"TU38775",NA,"G22427","* hypothetical protein FQR65_LT17769","novel","KAF5270893","hypothetical protein FQR65_LT17769","u",17.9058268984534
"TU23888","LOC111508551","G13457","protein SCO1 homolog","refseq","XM_023164099.1","protein SCO1 homolog, mitochondrial","=",-0.405389731156367
"TU23885","LOC111508546","G13454","uncharacterized LOC111508546","refseq","XM_023164092.1","uncharacterized LOC111508546","=",0.784860455374565
"TU31752","LOC111511579","G18061","BAG family molecular chaperone regulator 2","refseq","XM_023167607.1","BAG family molecular chaperone regulator 2","j",21.7869268369562
"TU24082","LOC111508602","G13556","gamma-glutamylcyclotransferase-like","refseq","XM_023164162.1","gamma-glutamylcyclotransferase-like","m",-1.57998994912457
"TU24081","LOC111508606","G13556","ester hydrolase C11orf54 homolog","refseq","XM_023164168.1","ester hydrolase C11orf54 homolog, transcript variant X2","j",13.7481530063706
"TU12061","LOC111503915","G6745","NADH dehydrogenase (ubiquinone) complex I","refseq","XM_023158348.1","NADH dehydrogenase (ubiquinone) complex I, assembly factor 6","j",6.1763883380747
"TU22459","LOC111507975","G12635","protein kinase C","refseq","XM_023163373.1","protein kinase C","j",1.52811915931529
"TU22456","LOC111507975","G12635","protein kinase C","refseq","XM_023163373.1","protein kinase C","j",17.6793836928898
"TU22455","LOC111507975","G12634","protein kinase C","refseq","XM_023163373.1","protein kinase C","o",0.968420979074622
"TU42936",NA,"G25194","* ---NA---","novel",NA,"---NA---","u",-1.88325268153667
"TU8233","LOC111502414","G4576","flocculation protein FLO11-like","refseq","XM_023156490.1","flocculation protein FLO11-like","=",1.4129166517429
"TU40392","LOC111514973","G23461","uncharacterized LOC111514973","refseq","XR_002723456.1","uncharacterized LOC111514973","=",1.00091848350819
"TU34133","LOC111512506","G19511","monocarboxylate transporter 10-like","refseq","XM_023168639.1","monocarboxylate transporter 10-like, transcript variant X1","=",0.63942616096453
"TU34135","LOC111512507","G19513","D-amino-acid oxidase-like","refseq","XM_023168641.1","D-amino-acid oxidase-like","k",-0.916698095344887
"TU6353","LOC111518177","G3514","cathepsin L-like","refseq","XM_023174539.1","cathepsin L-like","c",2.83096427147495
"TU4262","LOC111517303","G2345","uncharacterized LOC111517303","refseq","XM_023173404.1","uncharacterized LOC111517303, transcript variant X3","=",23.150866744796
"TU15647","LOC111505379","G8837","uncharacterized LOC111505379","refseq","XR_002722115.1","uncharacterized LOC111505379","m",-1.31452163728296
"TU44554","LOC111516701","G26415","D(2) dopamine receptor-like","refseq","XM_023172835.1","D(2) dopamine receptor-like","k",-22.1683064784255
"TU19342","LOC111506738","G10840","glycosylphosphatidylinositol anchor attachment 1 protein","refseq","XM_023161931.1","glycosylphosphatidylinositol anchor attachment 1 protein","j",0.511320482954745
"TU37560",NA,"G21648","* serpin peptidase inhibitor","novel","AGX25166","serpin peptidase inhibitor","u",1.21867269999372
"TU45214","LOC111517036","G26928","fatty-acid amide hydrolase 2-like","refseq","XM_023173092.1","fatty-acid amide hydrolase 2-like","=",1.59041729635844
"TU38669","LOC111514244","G22365","alpha-mannosidase 2","refseq","XM_023170486.1","alpha-mannosidase 2","=",0.499802538111299
"TU32426","LOC111511858","G18486","zinc metalloproteinase nas-39-like","refseq","XM_023167876.1","zinc metalloproteinase nas-39-like","j",1.6965260679411
"TU32425","LOC111511858","G18486","zinc metalloproteinase nas-39-like","refseq","XM_023167876.1","zinc metalloproteinase nas-39-like","j",1.09750951282512
"TU31197","LOC111511372","G17716","maternal protein tudor-like","refseq","XM_023167382.1","maternal protein tudor-like, transcript variant X1","=",0.720703017369898
"TU41519","LOC111515417","G24218","longitudinals lacking protein-like","refseq","XM_023171642.1","longitudinals lacking protein-like","=",1.16817401165413
"TU9928","LOC111503105","G5570","stomatin-like protein 2","refseq","XM_023157327.1","stomatin-like protein 2, mitochondrial","=",-0.699182741645593
"TU9921","LOC111503095","G5563","signal-induced proliferation-associated 1-like protein 1","refseq","XM_023157317.1","signal-induced proliferation-associated 1-like protein 1","i",-1.61466518151681
"TU9920","LOC111503095","G5562","signal-induced proliferation-associated 1-like protein 1","refseq","XM_023157317.1","signal-induced proliferation-associated 1-like protein 1","j",1.0170762781919
"TU8032","LOC111502324","G4455","hemicentin-2","refseq","XM_023156390.1","hemicentin-2","j",1.06324365056775
"TU25804","LOC111509254","G14535","serum response factor homolog","refseq","XM_023164965.1","serum response factor homolog","=",0.767472300809769
"TU25807",NA,"G14538","* uncharacterized protein LOC111510702","novel","XP_023022404","uncharacterized protein LOC111510702","u",-0.767524344651609
"TU36676","LOC111513469","G21069","G/T mismatch-specific thymine DNA glycosylase-like","refseq","XM_023169688.1","G/T mismatch-specific thymine DNA glycosylase-like, transcript variant X3","=",18.8164951377973
"TU26572","LOC111509570","G14995","proclotting enzyme","refseq","XM_023165331.1","proclotting enzyme","j",-1.59932383528158
"TU24223",NA,"G13639","* ---NA---","novel",NA,"---NA---","u",2.22456353345917
"TU13278","LOC111504451","G7475","39S ribosomal protein L44","refseq","XM_023159004.1","39S ribosomal protein L44, mitochondrial, transcript variant X2","j",9.72146351532779
"TU10892","LOC111503471","G6092","E3 ubiquitin-protein ligase BRE1-like","refseq","XM_023157767.1","E3 ubiquitin-protein ligase BRE1-like, transcript variant X1","=",0.570282835538958
"TU24327","LOC111508705","G13701","uncharacterized LOC111508705","refseq","XM_023164296.1","uncharacterized LOC111508705, transcript variant X1","=",0.63263562488859
"TU24326","LOC111508705","G13701","uncharacterized LOC111508705","refseq","XM_023164297.1","uncharacterized LOC111508705, transcript variant X2","=",0.413674384635483
"TU12638","LOC111504150","G7070","graves disease carrier protein homolog","refseq","XM_023158651.1","graves disease carrier protein homolog","=",-0.855222982080407
"TU12633","LOC111504148","G7068","PEST proteolytic signal-containing nuclear protein-like","refseq","XM_023158645.1","PEST proteolytic signal-containing nuclear protein-like","m",-0.658451999198559
"TU15942","LOC111505481","G8972","transcription factor Ken 1","refseq","XM_023160296.1","transcription factor Ken 1","j",0.857989554246106
"TU15944","LOC111505482","G8974","tyrosine-protein kinase Dnt","refseq","XM_023160297.1","tyrosine-protein kinase Dnt","=",0.494676519471902
"TU5009","LOC111517646","G2787","uncharacterized LOC111517646","refseq","XR_002723845.1","uncharacterized LOC111517646","=",6.88434295643158
"TU15675","LOC111505380","G8843","uncharacterized LOC111505380","refseq","XR_002722117.1","uncharacterized LOC111505380, transcript variant X2","j",-3.86266554143044
"TU25148","LOC111509007","G14148","uncharacterized LOC111509007","refseq","XR_002722593.1","uncharacterized LOC111509007","=",0.751190301898402
"TU25149","LOC111509007","G14148","uncharacterized LOC111509007","refseq","XR_002722593.1","uncharacterized LOC111509007","j",-20.6249120267306
"TU19463","LOC111506805","G10912","WASH complex subunit 2","refseq","XM_023162011.1","WASH complex subunit 2, transcript variant X2","=",1.27369513105519
"TU19464","LOC111506805","G10912","WASH complex subunit 2","refseq","XM_023162010.1","WASH complex subunit 2, transcript variant X1","=",0.921792761463896
"TU19467","LOC111506808","G10914","hexamerin-like","refseq","XM_023162014.1","hexamerin-like","=",4.37123601371222
"TU28278","LOC111510198","G15962","multidrug resistance protein homolog 49-like","refseq","XM_023166095.1","multidrug resistance protein homolog 49-like","i",-0.858526535623124
"TU44345","LOC111516620","G26261","ceramide glucosyltransferase","refseq","XM_023172766.1","ceramide glucosyltransferase","k",0.741179213057526
"TU14900","LOC111505072","G8393","uncharacterized LOC111505072","refseq","XR_002722074.1","uncharacterized LOC111505072","=",20.2243992942894
"TU2869",NA,"G1537","* ---NA---","novel",NA,"---NA---","u",-2.49107061887812
"TU34634","LOC111512681","G19818","protein RMD5 homolog A","refseq","XM_023168827.1","protein RMD5 homolog A","j",0.454140087934611
